year;areakm;municipality;geocode_ibge;state
2015;285,30317158350124;Porto Velho;1100205;Rondônia
2016;305,3092226698735;Porto Velho;1100205;Rondônia
2017;346,7573300926468;Porto Velho;1100205;Rondônia
2018;378,07507393091544;Porto Velho;1100205;Rondônia
2019;412,6997464395645;Porto Velho;1100205;Rondônia
2020;449,64409974571083;Porto Velho;1100205;Rondônia
2021;619,3405794737982;Porto Velho;1100205;Rondônia
2022;551,1852254130383;Porto Velho;1100205;Rondônia
2023;263,7433086162821;Porto Velho;1100205;Rondônia
2024;127,52907356093773;Porto Velho;1100205;Rondônia
2007;1589,7894362114273;Presidente Médici;1100254;Rondônia
2008;3,501180797007089;Presidente Médici;1100254;Rondônia
2009;1,8465462943927569;Presidente Médici;1100254;Rondônia
2010;0,1254399968545364;Presidente Médici;1100254;Rondônia
2011;0,6742577594500496;Presidente Médici;1100254;Rondônia
2012;0,13333124972831123;Presidente Médici;1100254;Rondônia
2013;0,5098349230357684;Presidente Médici;1100254;Rondônia
2014;0,7079605348344161;Presidente Médici;1100254;Rondônia
2015;0,3130896710365765;Presidente Médici;1100254;Rondônia
2016;0,6452694137299391;Presidente Médici;1100254;Rondônia
2017;0,6293659932679203;Presidente Médici;1100254;Rondônia
2018;0,38701893800463777;Presidente Médici;1100254;Rondônia
2019;0,9799062858831222;Presidente Médici;1100254;Rondônia
2020;0,7437866970827302;Presidente Médici;1100254;Rondônia
2021;1,0908048068621392;Presidente Médici;1100254;Rondônia
2022;0,5281195194842768;Presidente Médici;1100254;Rondônia
2023;0,9964769389339119;Presidente Médici;1100254;Rondônia
2024;0,19312643248644268;Presidente Médici;1100254;Rondônia
2007;417,7808160090469;Primavera de Rondônia;1101476;Rondônia
2008;1,058323062825801;Primavera de Rondônia;1101476;Rondônia
2009;0,0011098760755253127;Primavera de Rondônia;1101476;Rondônia
2010;0,06411084602196158;Primavera de Rondônia;1101476;Rondônia
2011;0;Primavera de Rondônia;1101476;Rondônia
2012;0,33578372694903275;Primavera de Rondônia;1101476;Rondônia
2013;1,0526762382825192;Primavera de Rondônia;1101476;Rondônia
2014;0,19267697864218314;Primavera de Rondônia;1101476;Rondônia
2015;0,22497767671482272;Primavera de Rondônia;1101476;Rondônia
2016;0;Primavera de Rondônia;1101476;Rondônia
2017;0,4991684398802766;Primavera de Rondônia;1101476;Rondônia
2018;1,2070060689228523;Primavera de Rondônia;1101476;Rondônia
2019;0,2595504385612328;Primavera de Rondônia;1101476;Rondônia
2020;0,29655305071280896;Primavera de Rondônia;1101476;Rondônia
2021;1,437083531636855;Primavera de Rondônia;1101476;Rondônia
2022;0,2639539059585192;Primavera de Rondônia;1101476;Rondônia
2023;0,21978540946335962;Primavera de Rondônia;1101476;Rondônia
2024;0,06536808346036813;Primavera de Rondônia;1101476;Rondônia
2007;1044,6710443050888;Rio Crespo;1100262;Rondônia
2008;7,235547160442168;Rio Crespo;1100262;Rondônia
2009;5,831687151021545;Rio Crespo;1100262;Rondônia
2010;2,111846319486775;Rio Crespo;1100262;Rondônia
2011;2,724014372206891;Rio Crespo;1100262;Rondônia
2012;3,449493199964865;Rio Crespo;1100262;Rondônia
2013;5,1563889712503235;Rio Crespo;1100262;Rondônia
2014;4,6162943495741455;Rio Crespo;1100262;Rondônia
2015;8,592994075020234;Rio Crespo;1100262;Rondônia
2016;9,216741433813272;Rio Crespo;1100262;Rondônia
2017;8,040311642753647;Rio Crespo;1100262;Rondônia
2018;6,224896355528806;Rio Crespo;1100262;Rondônia
2019;10,686130589099657;Rio Crespo;1100262;Rondônia
2020;6,186322158494424;Rio Crespo;1100262;Rondônia
2021;8,293937589099746;Rio Crespo;1100262;Rondônia
2022;4,145183305027589;Rio Crespo;1100262;Rondônia
2023;3,0981647766927596;Rio Crespo;1100262;Rondônia
2024;0,4306177071918925;Rio Crespo;1100262;Rondônia
2007;1306,535783250115;Rolim de Moura;1100288;Rondônia
2008;3,2044717783904084;Rolim de Moura;1100288;Rondônia
2009;0,15598880790181469;Rolim de Moura;1100288;Rondônia
2010;0,17584538396545107;Rolim de Moura;1100288;Rondônia
2011;0,7258990128209266;Rolim de Moura;1100288;Rondônia
2012;1,09788936167053;Rolim de Moura;1100288;Rondônia
2013;0,5966982585392362;Rolim de Moura;1100288;Rondônia
2014;0,5444433005416357;Rolim de Moura;1100288;Rondônia
2015;0,2903170708279748;Rolim de Moura;1100288;Rondônia
2016;0,33328677153375386;Rolim de Moura;1100288;Rondônia
2017;2,2708262416101044;Rolim de Moura;1100288;Rondônia
2018;1,7644852687356531;Rolim de Moura;1100288;Rondônia
2019;2,5820536177595548;Rolim de Moura;1100288;Rondônia
2020;0,9624930387632269;Rolim de Moura;1100288;Rondônia
2021;1,321606761143408;Rolim de Moura;1100288;Rondônia
2022;1,87389733245308;Rolim de Moura;1100288;Rondônia
2023;1,5548715494771468;Rolim de Moura;1100288;Rondônia
2024;1,0546515883205767;Rolim de Moura;1100288;Rondônia
2007;964,9682905689375;Santa Luzia D'Oeste;1100296;Rondônia
2008;3,630691352696567;Santa Luzia D'Oeste;1100296;Rondônia
2009;0,9104394810754152;Santa Luzia D'Oeste;1100296;Rondônia
2010;0,5778011560379088;Santa Luzia D'Oeste;1100296;Rondônia
2011;0,15502690621683315;Santa Luzia D'Oeste;1100296;Rondônia
2012;2,3494727724345372;Santa Luzia D'Oeste;1100296;Rondônia
2013;0,40802553512050255;Santa Luzia D'Oeste;1100296;Rondônia
2014;0,26923597682734424;Santa Luzia D'Oeste;1100296;Rondônia
2015;0,6156816508881129;Santa Luzia D'Oeste;1100296;Rondônia
2016;0,46221545650526297;Santa Luzia D'Oeste;1100296;Rondônia
2017;0,543716410760159;Santa Luzia D'Oeste;1100296;Rondônia
2018;0,8392042567784693;Santa Luzia D'Oeste;1100296;Rondônia
2019;1,5420984510080502;Santa Luzia D'Oeste;1100296;Rondônia
2020;0,8034693182282957;Santa Luzia D'Oeste;1100296;Rondônia
2021;1,046290568577454;Santa Luzia D'Oeste;1100296;Rondônia
2022;0,19395902506631257;Santa Luzia D'Oeste;1100296;Rondônia
2023;0,06384858861248364;Santa Luzia D'Oeste;1100296;Rondônia
2024;0,5295765228899114;Santa Luzia D'Oeste;1100296;Rondônia
2007;1185,6087817394616;Seringueiras;1101500;Rondônia
2008;42,576655381682315;Seringueiras;1101500;Rondônia
2009;4,266243269933105;Seringueiras;1101500;Rondônia
2010;4,813607759669059;Seringueiras;1101500;Rondônia
2011;7,870025784112654;Seringueiras;1101500;Rondônia
2012;12,57923854422564;Seringueiras;1101500;Rondônia
2013;10,070327200009492;Seringueiras;1101500;Rondônia
2014;7,768167003098241;Seringueiras;1101500;Rondônia
2015;6,869484899587214;Seringueiras;1101500;Rondônia
2016;7,375424757219191;Seringueiras;1101500;Rondônia
2017;6,226359862168606;Seringueiras;1101500;Rondônia
2018;8,958338761399599;Seringueiras;1101500;Rondônia
2019;53,116330193660275;Seringueiras;1101500;Rondônia
2020;33,840485796668524;Seringueiras;1101500;Rondônia
2021;31,714897401911134;Seringueiras;1101500;Rondônia
2022;16,867100965952748;Seringueiras;1101500;Rondônia
2023;7,374385507787695;Seringueiras;1101500;Rondônia
2024;2,9766920048501393;Seringueiras;1101500;Rondônia
2007;481,57926377185817;São Felipe D'Oeste;1101484;Rondônia
2008;0,34823550078213084;São Felipe D'Oeste;1101484;Rondônia
2009;0;São Felipe D'Oeste;1101484;Rondônia
2010;0,0014055943223446915;São Felipe D'Oeste;1101484;Rondônia
2011;0;São Felipe D'Oeste;1101484;Rondônia
2012;0,4693809518525353;São Felipe D'Oeste;1101484;Rondônia
2013;0,16782388654635882;São Felipe D'Oeste;1101484;Rondônia
2014;0,11687946775842127;São Felipe D'Oeste;1101484;Rondônia
2015;0,19236970207411067;São Felipe D'Oeste;1101484;Rondônia
2016;0,09662157486909398;São Felipe D'Oeste;1101484;Rondônia
2017;0,08928577319360942;São Felipe D'Oeste;1101484;Rondônia
2018;0;São Felipe D'Oeste;1101484;Rondônia
2019;0,59155934880973;São Felipe D'Oeste;1101484;Rondônia
2020;0;São Felipe D'Oeste;1101484;Rondônia
2021;0,3329843857330821;São Felipe D'Oeste;1101484;Rondônia
2022;0,23159799171428735;São Felipe D'Oeste;1101484;Rondônia
2023;0,07674976924175221;São Felipe D'Oeste;1101484;Rondônia
2024;0,1901249673150327;São Felipe D'Oeste;1101484;Rondônia
2007;2358,18787363609;São Francisco do Guaporé;1101492;Rondônia
2008;44,92284411565071;São Francisco do Guaporé;1101492;Rondônia
2009;11,593306155809957;São Francisco do Guaporé;1101492;Rondônia
2010;14,445655660099161;São Francisco do Guaporé;1101492;Rondônia
2011;14,066003260681263;São Francisco do Guaporé;1101492;Rondônia
2012;9,332470128177464;São Francisco do Guaporé;1101492;Rondônia
2013;16,08455421596018;São Francisco do Guaporé;1101492;Rondônia
2014;6,771725012830823;São Francisco do Guaporé;1101492;Rondônia
2015;10,458577633878491;São Francisco do Guaporé;1101492;Rondônia
2016;7,255529152332202;São Francisco do Guaporé;1101492;Rondônia
2017;14,832589965032508;São Francisco do Guaporé;1101492;Rondônia
2018;26,12003139861559;São Francisco do Guaporé;1101492;Rondônia
2019;23,104953810918765;São Francisco do Guaporé;1101492;Rondônia
2020;21,64292816893493;São Francisco do Guaporé;1101492;Rondônia
2021;32,391657559573765;São Francisco do Guaporé;1101492;Rondônia
2022;20,544007355265386;São Francisco do Guaporé;1101492;Rondônia
2023;11,730607034411955;São Francisco do Guaporé;1101492;Rondônia
2024;7,182407342772458;São Francisco do Guaporé;1101492;Rondônia
2007;1679,9486681985154;São Miguel do Guaporé;1100320;Rondônia
2008;41,19606427602556;São Miguel do Guaporé;1100320;Rondônia
2009;3,7918435827061874;São Miguel do Guaporé;1100320;Rondônia
2010;3,786823917247005;São Miguel do Guaporé;1100320;Rondônia
2011;5,35529019868825;São Miguel do Guaporé;1100320;Rondônia
2012;12,77647892889813;São Miguel do Guaporé;1100320;Rondônia
2013;7,70620315184824;São Miguel do Guaporé;1100320;Rondônia
2014;10,876331232585738;São Miguel do Guaporé;1100320;Rondônia
2015;4,854886136398648;São Miguel do Guaporé;1100320;Rondônia
2016;17,488412436096773;São Miguel do Guaporé;1100320;Rondônia
2017;9,857329142820081;São Miguel do Guaporé;1100320;Rondônia
2018;8,868819029347197;São Miguel do Guaporé;1100320;Rondônia
2019;16,907735878405663;São Miguel do Guaporé;1100320;Rondônia
2020;20,471683685140803;São Miguel do Guaporé;1100320;Rondônia
2021;12,512827682339218;São Miguel do Guaporé;1100320;Rondônia
2022;10,245898335307112;São Miguel do Guaporé;1100320;Rondônia
2023;6,51307520337271;São Miguel do Guaporé;1100320;Rondônia
2024;3,5369986914839147;São Miguel do Guaporé;1100320;Rondônia
2007;440,8206358724915;Teixeirópolis;1101559;Rondônia
2008;0,5183504075652201;Teixeirópolis;1101559;Rondônia
2009;0,17795684634243963;Teixeirópolis;1101559;Rondônia
2010;0;Teixeirópolis;1101559;Rondônia
2011;0,1460102561187548;Teixeirópolis;1101559;Rondônia
2012;0,14701858889665992;Teixeirópolis;1101559;Rondônia
2013;0;Teixeirópolis;1101559;Rondônia
2014;0;Teixeirópolis;1101559;Rondônia
2015;0,37555716287931945;Teixeirópolis;1101559;Rondônia
2016;0,06589446618956482;Teixeirópolis;1101559;Rondônia
2017;0,012221812855314464;Teixeirópolis;1101559;Rondônia
2018;0,00045532095621153714;Teixeirópolis;1101559;Rondônia
2019;0,2812851621279035;Teixeirópolis;1101559;Rondônia
2020;0,36143618304260267;Teixeirópolis;1101559;Rondônia
2021;0,31727703184231887;Teixeirópolis;1101559;Rondônia
2022;0,02528594059883795;Teixeirópolis;1101559;Rondônia
2023;0,0003741762476531612;Teixeirópolis;1101559;Rondônia
2024;0,031261134449840834;Teixeirópolis;1101559;Rondônia
2007;1710,4881766526908;Theobroma;1101609;Rondônia
2008;7,110619455036549;Theobroma;1101609;Rondônia
2009;6,406380878145425;Theobroma;1101609;Rondônia
2010;1,8942177521213686;Theobroma;1101609;Rondônia
2011;2,2256179255412536;Theobroma;1101609;Rondônia
2012;3,030936541657003;Theobroma;1101609;Rondônia
2013;4,943703591815145;Theobroma;1101609;Rondônia
2014;3,5434454579330996;Theobroma;1101609;Rondônia
2015;4,443428628409624;Theobroma;1101609;Rondônia
2016;4,345000452739292;Theobroma;1101609;Rondônia
2017;3,3087461633673123;Theobroma;1101609;Rondônia
2018;2,648056114315955;Theobroma;1101609;Rondônia
2019;5,502929624616002;Theobroma;1101609;Rondônia
2020;4,710757935197318;Theobroma;1101609;Rondônia
2021;4,5045305269702;Theobroma;1101609;Rondônia
2022;5,522832053699802;Theobroma;1101609;Rondônia
2023;3,922587605916631;Theobroma;1101609;Rondônia
2024;2,900187426895129;Theobroma;1101609;Rondônia
2007;673,7917623935771;Urupá;1101708;Rondônia
2008;2,1438355254980537;Urupá;1101708;Rondônia
2009;1,6039477625239258;Urupá;1101708;Rondônia
2010;0,2113282802116423;Urupá;1101708;Rondônia
2011;1,1614542182222192;Urupá;1101708;Rondônia
2012;0,8385469217523676;Urupá;1101708;Rondônia
2013;0,6906151902323798;Urupá;1101708;Rondônia
2014;0,8052121090351508;Urupá;1101708;Rondônia
2015;1,0195441838625205;Urupá;1101708;Rondônia
2016;1,11994962991209;Urupá;1101708;Rondônia
2017;0,794579369722317;Urupá;1101708;Rondônia
2018;0,6800905357355573;Urupá;1101708;Rondônia
2019;0,4694288228919255;Urupá;1101708;Rondônia
2020;1,0424217881750344;Urupá;1101708;Rondônia
2021;0,8447661150074085;Urupá;1101708;Rondônia
2022;0,1381303664365707;Urupá;1101708;Rondônia
2023;0,45097186865048716;Urupá;1101708;Rondônia
2024;0,13408857543712016;Urupá;1101708;Rondônia
2007;1161,2329113007438;Vale do Anari;1101757;Rondônia
2008;11,981219145043504;Vale do Anari;1101757;Rondônia
2009;10,11086575431021;Vale do Anari;1101757;Rondônia
2010;3,556694948862921;Vale do Anari;1101757;Rondônia
2011;6,976363715877907;Vale do Anari;1101757;Rondônia
2012;11,956529999418214;Vale do Anari;1101757;Rondônia
2013;8,577090191032834;Vale do Anari;1101757;Rondônia
2014;10,921442640766545;Vale do Anari;1101757;Rondônia
2015;14,167767096421718;Vale do Anari;1101757;Rondônia
2016;19,56443224702934;Vale do Anari;1101757;Rondônia
2017;10,019705123018541;Vale do Anari;1101757;Rondônia
2018;8,810172500829855;Vale do Anari;1101757;Rondônia
2019;9,403733921198485;Vale do Anari;1101757;Rondônia
2020;7,182268891160277;Vale do Anari;1101757;Rondônia
2021;9,237334114351276;Vale do Anari;1101757;Rondônia
2022;4,368598129375416;Vale do Anari;1101757;Rondônia
2023;4,175321279398421;Vale do Anari;1101757;Rondônia
2024;1,4241944558113158;Vale do Anari;1101757;Rondônia
2007;858,9630524484377;Vale do Paraíso;1101807;Rondônia
2008;0,6716849485465055;Vale do Paraíso;1101807;Rondônia
2009;0,6616892463328841;Vale do Paraíso;1101807;Rondônia
2010;0,07015951160956238;Vale do Paraíso;1101807;Rondônia
2011;0,24807062137344932;Vale do Paraíso;1101807;Rondônia
2012;0,6274548265264177;Vale do Paraíso;1101807;Rondônia
2013;0,239217140111823;Vale do Paraíso;1101807;Rondônia
2014;1,5302452444082382;Vale do Paraíso;1101807;Rondônia
2015;1,1815825733193988;Vale do Paraíso;1101807;Rondônia
2016;3,980738462970828;Vale do Paraíso;1101807;Rondônia
2017;5,015216757296719;Vale do Paraíso;1101807;Rondônia
2018;2,8981985406567246;Vale do Paraíso;1101807;Rondônia
2019;1,7990442081949787;Vale do Paraíso;1101807;Rondônia
2020;2,0446835338291662;Vale do Paraíso;1101807;Rondônia
2021;2,18377293201259;Vale do Paraíso;1101807;Rondônia
2022;1,1536504044745008;Vale do Paraíso;1101807;Rondônia
2023;0,3045582305926726;Vale do Paraíso;1101807;Rondônia
2024;0,28477622935930696;Vale do Paraíso;1101807;Rondônia
2007;1218,8008131921076;Vilhena;1100304;Rondônia
2008;43,07646766332959;Vilhena;1100304;Rondônia
2009;5,2622171472155985;Vilhena;1100304;Rondônia
2010;3,7803178592611295;Vilhena;1100304;Rondônia
2011;5,907937460843449;Vilhena;1100304;Rondônia
2012;8,150564591970634;Vilhena;1100304;Rondônia
2013;6,9270332206988785;Vilhena;1100304;Rondônia
2014;6,554057612969128;Vilhena;1100304;Rondônia
2015;13,738563128672078;Vilhena;1100304;Rondônia
2016;12,209183549766152;Vilhena;1100304;Rondônia
2017;13,48096492970878;Vilhena;1100304;Rondônia
2018;13,59091417145945;Vilhena;1100304;Rondônia
2019;16,795837820511313;Vilhena;1100304;Rondônia
2020;15,803287792357406;Vilhena;1100304;Rondônia
2021;16,21175842929434;Vilhena;1100304;Rondônia
2022;6,996385705720298;Vilhena;1100304;Rondônia
2023;5,324679646697126;Vilhena;1100304;Rondônia
2024;3,4578678723994827;Vilhena;1100304;Rondônia
2007;711,2420779508345;Alto Alegre;1400050;Roraima
2008;36,390363580641505;Alto Alegre;1400050;Roraima
2009;4,255979575940029;Alto Alegre;1400050;Roraima
2010;6,568873196348909;Alto Alegre;1400050;Roraima
2011;11,291042189638365;Alto Alegre;1400050;Roraima
2012;7,009597842917933;Alto Alegre;1400050;Roraima
2013;15,465091841891176;Alto Alegre;1400050;Roraima
2014;6,585787806112505;Alto Alegre;1400050;Roraima
2015;6,912005743532063;Alto Alegre;1400050;Roraima
2016;24,46222926679065;Alto Alegre;1400050;Roraima
2017;1,8046971209828757;Alto Alegre;1400050;Roraima
2018;5,162915323606223;Alto Alegre;1400050;Roraima
2019;21,88719951032703;Alto Alegre;1400050;Roraima
2020;35,932353015886335;Alto Alegre;1400050;Roraima
2021;12,83766776292753;Alto Alegre;1400050;Roraima
2022;24,239819538397644;Alto Alegre;1400050;Roraima
2023;12,012208436339943;Alto Alegre;1400050;Roraima
2024;25,166253191401086;Alto Alegre;1400050;Roraima
2007;271,4888008045175;Amajari;1400027;Roraima
2008;34,7064365060586;Amajari;1400027;Roraima
2009;3,2615984247428376;Amajari;1400027;Roraima
2010;8,522431498917806;Amajari;1400027;Roraima
2011;12,601262770949184;Amajari;1400027;Roraima
2012;5,278444791029527;Amajari;1400027;Roraima
2013;5,160465888963214;Amajari;1400027;Roraima
2014;11,323838411135823;Amajari;1400027;Roraima
2015;11,27758013985772;Amajari;1400027;Roraima
2016;8,971569490798322;Amajari;1400027;Roraima
2017;9,031037176947017;Amajari;1400027;Roraima
2018;11,701878276349506;Amajari;1400027;Roraima
2019;21,286171607035847;Amajari;1400027;Roraima
2020;14,98485201737929;Amajari;1400027;Roraima
2021;10,353651220135076;Amajari;1400027;Roraima
2022;18,348164389492208;Amajari;1400027;Roraima
2023;9,893407014451553;Amajari;1400027;Roraima
2024;53,59000739572704;Amajari;1400027;Roraima
2007;17,840360562589453;Boa Vista;1400100;Roraima
2008;2,3477485096408826;Boa Vista;1400100;Roraima
2009;0,15567566574859087;Boa Vista;1400100;Roraima
2010;0,5764316047451119;Boa Vista;1400100;Roraima
2011;0,19601630781814772;Boa Vista;1400100;Roraima
2012;0;Boa Vista;1400100;Roraima
2013;0,19209647989424433;Boa Vista;1400100;Roraima
2014;0,3103628938492121;Boa Vista;1400100;Roraima
2015;0,09575861433875088;Boa Vista;1400100;Roraima
2016;0,06333430482802889;Boa Vista;1400100;Roraima
2017;0;Boa Vista;1400100;Roraima
2018;0;Boa Vista;1400100;Roraima
2019;0,06917061147859481;Boa Vista;1400100;Roraima
2020;0,8586000085969244;Boa Vista;1400100;Roraima
2021;0,41960862733934723;Boa Vista;1400100;Roraima
2022;0,7668692132469944;Boa Vista;1400100;Roraima
2023;0;Boa Vista;1400100;Roraima
2024;0,9878653359932179;Boa Vista;1400100;Roraima
2007;358,3587100905696;Bonfim;1400159;Roraima
2008;19,50982926192395;Bonfim;1400159;Roraima
2009;2,4150613470185225;Bonfim;1400159;Roraima
2010;7,474307598939136;Bonfim;1400159;Roraima
2011;3,8286168278667017;Bonfim;1400159;Roraima
2012;2,500098495490165;Bonfim;1400159;Roraima
2013;2,657399416486359;Bonfim;1400159;Roraima
2014;2,1282824208325963;Bonfim;1400159;Roraima
2015;8,299727377837096;Bonfim;1400159;Roraima
2016;2,8984466450874047;Bonfim;1400159;Roraima
2017;1,7119389961533409;Bonfim;1400159;Roraima
2018;2,397311332845913;Bonfim;1400159;Roraima
2019;12,475439171281655;Bonfim;1400159;Roraima
2020;8,961929371222055;Bonfim;1400159;Roraima
2021;1,8026775163007682;Bonfim;1400159;Roraima
2022;3,80368988828617;Bonfim;1400159;Roraima
2023;5,842841253709093;Bonfim;1400159;Roraima
2024;8,405599768901789;Bonfim;1400159;Roraima
2007;1330,209162926974;Cantá;1400175;Roraima
2008;121,31142953162484;Cantá;1400175;Roraima
2009;8,001053174231265;Cantá;1400175;Roraima
2010;35,182773583578644;Cantá;1400175;Roraima
2011;8,640221061060494;Cantá;1400175;Roraima
2012;12,355527315445293;Cantá;1400175;Roraima
2013;9,545869555228922;Cantá;1400175;Roraima
2014;16,94078699301852;Cantá;1400175;Roraima
2015;24,145369683280894;Cantá;1400175;Roraima
2016;22,816136490373754;Cantá;1400175;Roraima
2017;9,78115459823939;Cantá;1400175;Roraima
2018;9,313571998551813;Cantá;1400175;Roraima
2019;85,04462059271523;Cantá;1400175;Roraima
2020;21,011894488010082;Cantá;1400175;Roraima
2021;19,50562017844823;Cantá;1400175;Roraima
2022;12,571883475499297;Cantá;1400175;Roraima
2023;17,548379196257326;Cantá;1400175;Roraima
2024;20,64723113739027;Cantá;1400175;Roraima
2007;936,3766420184013;Caracaraí;1400209;Roraima
2008;42,202664354932615;Caracaraí;1400209;Roraima
2009;8,927624328362038;Caracaraí;1400209;Roraima
2010;18,985997166613654;Caracaraí;1400209;Roraima
2011;22,134087867221247;Caracaraí;1400209;Roraima
2012;21,99491923612369;Caracaraí;1400209;Roraima
2013;13,670590984128784;Caracaraí;1400209;Roraima
2014;33,35785995374629;Caracaraí;1400209;Roraima
2015;19,69570704620797;Caracaraí;1400209;Roraima
2016;38,11939056218349;Caracaraí;1400209;Roraima
2017;22,4104503139772;Caracaraí;1400209;Roraima
2018;18,15583127146169;Caracaraí;1400209;Roraima
2019;99,4911013887109;Caracaraí;1400209;Roraima
2020;35,9766856739432;Caracaraí;1400209;Roraima
2021;22,710479787456592;Caracaraí;1400209;Roraima
2022;39,362701632638206;Caracaraí;1400209;Roraima
2023;52,012168046025465;Caracaraí;1400209;Roraima
2024;75,01829609440614;Caracaraí;1400209;Roraima
2007;847,5474174247989;Caroebe;1400233;Roraima
2008;38,067059323650284;Caroebe;1400233;Roraima
2009;23,780249852846303;Caroebe;1400233;Roraima
2010;19,21789003650034;Caroebe;1400233;Roraima
2011;14,792366407618177;Caroebe;1400233;Roraima
2012;11,344261007276469;Caroebe;1400233;Roraima
2013;9,039807439446701;Caroebe;1400233;Roraima
2014;17,263192998334045;Caroebe;1400233;Roraima
2015;20,359389721470606;Caroebe;1400233;Roraima
2016;25,888637066161532;Caroebe;1400233;Roraima
2017;15,419160485620626;Caroebe;1400233;Roraima
2018;11,93380594691366;Caroebe;1400233;Roraima
2019;36,96079330484055;Caroebe;1400233;Roraima
2020;41,88472961789175;Caroebe;1400233;Roraima
2021;37,25138023019625;Caroebe;1400233;Roraima
2022;31,898403999905494;Caroebe;1400233;Roraima
2023;39,40535999182745;Caroebe;1400233;Roraima
2024;19,533557987090266;Caroebe;1400233;Roraima
2007;601,5783011900553;Iracema;1400282;Roraima
2008;102,39825885340659;Iracema;1400282;Roraima
2009;5,62867185309028;Iracema;1400282;Roraima
2010;32,2040101085468;Iracema;1400282;Roraima
2011;7,172939985106159;Iracema;1400282;Roraima
2012;5,858990823387364;Iracema;1400282;Roraima
2013;16,771537880475336;Iracema;1400282;Roraima
2014;21,831047864965008;Iracema;1400282;Roraima
2015;10,499198669373442;Iracema;1400282;Roraima
2016;21,42219725517431;Iracema;1400282;Roraima
2017;11,061657234349163;Iracema;1400282;Roraima
2018;2,7907851126674554;Iracema;1400282;Roraima
2019;61,05040111500616;Iracema;1400282;Roraima
2020;22,765161824348784;Iracema;1400282;Roraima
2021;25,294024621981972;Iracema;1400282;Roraima
2022;27,410114958386913;Iracema;1400282;Roraima
2023;26,50957970083441;Iracema;1400282;Roraima
2024;70,55973551359409;Iracema;1400282;Roraima
2007;1415,3783275966864;Mucajaí;1400308;Roraima
2008;213,46868268779076;Mucajaí;1400308;Roraima
2009;20,099260157718383;Mucajaí;1400308;Roraima
2010;59,28780060091623;Mucajaí;1400308;Roraima
2011;26,77757341266244;Mucajaí;1400308;Roraima
2012;17,561060497164732;Mucajaí;1400308;Roraima
2013;38,51074930276486;Mucajaí;1400308;Roraima
2014;47,772848474746525;Mucajaí;1400308;Roraima
2015;21,868142093489183;Mucajaí;1400308;Roraima
2016;45,24259396620302;Mucajaí;1400308;Roraima
2017;8,328918558604936;Mucajaí;1400308;Roraima
2018;18,51790942623204;Mucajaí;1400308;Roraima
2019;81,60954203443015;Mucajaí;1400308;Roraima
2020;43,15940074929508;Mucajaí;1400308;Roraima
2021;68,47123607241818;Mucajaí;1400308;Roraima
2022;29,40717416771026;Mucajaí;1400308;Roraima
2023;24,043488843481054;Mucajaí;1400308;Roraima
2024;101,53284637871104;Mucajaí;1400308;Roraima
2007;19,990943011517896;Normandia;1400407;Roraima
2008;0,3429859259591048;Normandia;1400407;Roraima
2009;0;Normandia;1400407;Roraima
2010;0;Normandia;1400407;Roraima
2011;0;Normandia;1400407;Roraima
2012;0;Normandia;1400407;Roraima
2013;0;Normandia;1400407;Roraima
2014;0;Normandia;1400407;Roraima
2015;0;Normandia;1400407;Roraima
2016;0;Normandia;1400407;Roraima
2017;0;Normandia;1400407;Roraima
2018;0;Normandia;1400407;Roraima
2019;0;Normandia;1400407;Roraima
2020;0;Normandia;1400407;Roraima
2021;0;Normandia;1400407;Roraima
2022;0;Normandia;1400407;Roraima
2023;0;Normandia;1400407;Roraima
2024;0,2035016528540815;Normandia;1400407;Roraima
2007;71,47419843313398;Pacaraima;1400456;Roraima
2008;0,001528657002586317;Pacaraima;1400456;Roraima
2009;0,5887465171935194;Pacaraima;1400456;Roraima
2010;6,694851089038959;Pacaraima;1400456;Roraima
2011;0,2337663567000079;Pacaraima;1400456;Roraima
2012;0;Pacaraima;1400456;Roraima
2013;0,29925599825328275;Pacaraima;1400456;Roraima
2014;0,41079504231281233;Pacaraima;1400456;Roraima
2015;0,09142641748160713;Pacaraima;1400456;Roraima
2016;0,14390824288511087;Pacaraima;1400456;Roraima
2017;0,31907645120929623;Pacaraima;1400456;Roraima
2018;0;Pacaraima;1400456;Roraima
2019;2,2112186079923823;Pacaraima;1400456;Roraima
2020;0,46132462673081925;Pacaraima;1400456;Roraima
2021;1,0951666986830242;Pacaraima;1400456;Roraima
2022;0,3493977258264719;Pacaraima;1400456;Roraima
2023;0,19952309718982028;Pacaraima;1400456;Roraima
2024;0,8823709896831762;Pacaraima;1400456;Roraima
2007;1021,698348460804;Rorainópolis;1400472;Roraima
2008;25,996176808587037;Rorainópolis;1400472;Roraima
2009;18,162546459360833;Rorainópolis;1400472;Roraima
2010;15,872496921338001;Rorainópolis;1400472;Roraima
2011;10,800646692231927;Rorainópolis;1400472;Roraima
2012;15,498632605595752;Rorainópolis;1400472;Roraima
2013;22,814299921615028;Rorainópolis;1400472;Roraima
2014;19,391886197193976;Rorainópolis;1400472;Roraima
2015;23,258427586974435;Rorainópolis;1400472;Roraima
2016;25,29877411792877;Rorainópolis;1400472;Roraima
2017;33,702830111778894;Rorainópolis;1400472;Roraima
2018;37,71854839001379;Rorainópolis;1400472;Roraima
2019;97,17575444236958;Rorainópolis;1400472;Roraima
