year;month;area;uf;className;numPol
2023/2024;7.0;5.82;AM;CS_GEOMETRICO;3.0
2023/2024;7.0;54.59;AM;DEGRADACAO;164.0
2023/2024;7.0;164.35;AM;DESMATAMENTO_CR;916.0
2023/2024;7.0;2.65;AM;DESMATAMENTO_VEG;27.0
2023/2024;7.0;2.41;AM;MINERACAO;25.0
2023/2024;7.0;1.74;AP;CICATRIZ_DE_QUEIMADA;6.0
2023/2024;7.0;0.58;AP;DEGRADACAO;1.0
2023/2024;7.0;0.5;AP;MINERACAO;8.0
2023/2024;7.0;6.27;MA;CICATRIZ_DE_QUEIMADA;10.0
2023/2024;7.0;1.34;MA;DEGRADACAO;9.0
2023/2024;7.0;7.86;MA;DESMATAMENTO_CR;56.0
2023/2024;7.0;0.36;MA;DESMATAMENTO_VEG;3.0
2023/2024;7.0;225.81;MT;CICATRIZ_DE_QUEIMADA;163.0
2023/2024;7.0;107.43;MT;CS_DESORDENADO;58.0
2023/2024;7.0;146.44;MT;CS_GEOMETRICO;68.0
2023/2024;7.0;166.53;MT;DEGRADACAO;283.0
2023/2024;7.0;67.19;MT;DESMATAMENTO_CR;302.0
2023/2024;7.0;0.56;MT;DESMATAMENTO_VEG;3.0
2023/2024;7.0;0.57;MT;MINERACAO;8.0
2023/2024;7.0;394.96;PA;CICATRIZ_DE_QUEIMADA;807.0
2023/2024;7.0;225.24;PA;CS_DESORDENADO;103.0
2023/2024;7.0;147.32;PA;CS_GEOMETRICO;61.0
2023/2024;7.0;353.03;PA;DEGRADACAO;559.0
2023/2024;7.0;254.44;PA;DESMATAMENTO_CR;1645.0
2023/2024;7.0;20.46;PA;DESMATAMENTO_VEG;120.0
2023/2024;7.0;7.76;PA;MINERACAO;112.0
2023/2024;7.0;25.88;RO;CICATRIZ_DE_QUEIMADA;92.0
2023/2024;7.0;12.17;RO;CS_DESORDENADO;17.0
2023/2024;7.0;7.29;RO;CS_GEOMETRICO;4.0
2023/2024;7.0;27.5;RO;DEGRADACAO;68.0
2023/2024;7.0;45.73;RO;DESMATAMENTO_CR;326.0
2023/2024;7.0;0.28;RO;DESMATAMENTO_VEG;2.0
2023/2024;7.0;0.11;RO;MINERACAO;1.0
2023/2024;7.0;22.43;RR;CICATRIZ_DE_QUEIMADA;50.0
2023/2024;7.0;7.3;RR;CS_DESORDENADO;2.0
2023/2024;7.0;16.32;RR;DEGRADACAO;36.0
2023/2024;7.0;17.79;RR;DESMATAMENTO_CR;75.0
2023/2024;7.0;0.2;TO;DEGRADACAO;2.0
2023/2024;7.0;1.43;TO;DESMATAMENTO_CR;11.0
2024/2025;8.0;0.64;AC;CICATRIZ_DE_QUEIMADA;6.0
2024/2025;8.0;2.46;AC;CS_DESORDENADO;2.0
2024/2025;8.0;1.7;AC;DEGRADACAO;6.0
2024/2025;8.0;30.96;AC;DESMATAMENTO_CR;305.0
2024/2025;8.0;321.8;AM;CICATRIZ_DE_QUEIMADA;699.0
2024/2025;8.0;28.23;AM;CS_DESORDENADO;11.0
2024/2025;8.0;1.45;AM;CS_GEOMETRICO;1.0
2024/2025;8.0;40.65;AM;DEGRADACAO;89.0
2024/2025;8.0;93.37;AM;DESMATAMENTO_CR;431.0
2024/2025;8.0;0.07;AM;DESMATAMENTO_VEG;1.0
2024/2025;8.0;0.7;AM;MINERACAO;7.0
2024/2025;8.0;29.35;AP;CICATRIZ_DE_QUEIMADA;14.0
2024/2025;8.0;62.53;AP;CS_DESORDENADO;2.0
2024/2025;8.0;0.15;AP;DEGRADACAO;1.0
2024/2025;8.0;1.38;AP;DESMATAMENTO_CR;10.0
2024/2025;8.0;0.7;AP;DESMATAMENTO_VEG;4.0
2024/2025;8.0;0.26;AP;MINERACAO;3.0
2024/2025;8.0;9.8;MA;CICATRIZ_DE_QUEIMADA;30.0
2024/2025;8.0;0.63;MA;DEGRADACAO;2.0
2024/2025;8.0;8.98;MA;DESMATAMENTO_CR;63.0
2024/2025;8.0;1083.82;MT;CICATRIZ_DE_QUEIMADA;1731.0
2024/2025;8.0;40.41;MT;CS_DESORDENADO;21.0
2024/2025;8.0;91.4;MT;CS_GEOMETRICO;43.0
2024/2025;8.0;90.17;MT;DEGRADACAO;157.0
2024/2025;8.0;142.19;MT;DESMATAMENTO_CR;313.0
2024/2025;8.0;0.53;MT;MINERACAO;6.0
2024/2025;8.0;2466.76;PA;CICATRIZ_DE_QUEIMADA;3658.0
2024/2025;8.0;187.39;PA;CS_DESORDENADO;50.0
2024/2025;8.0;147.51;PA;CS_GEOMETRICO;37.0
2024/2025;8.0;159.45;PA;DEGRADACAO;273.0
2024/2025;8.0;190.09;PA;DESMATAMENTO_CR;1057.0
2024/2025;8.0;0.72;PA;DESMATAMENTO_VEG;5.0
2024/2025;8.0;1.08;PA;MINERACAO;14.0
2024/2025;8.0;288.95;RO;CICATRIZ_DE_QUEIMADA;574.0
2024/2025;8.0;2.3;RO;CS_DESORDENADO;2.0
2024/2025;8.0;1.46;RO;CS_GEOMETRICO;1.0
2024/2025;8.0;34.33;RO;DEGRADACAO;62.0
2024/2025;8.0;26.85;RO;DESMATAMENTO_CR;135.0
2024/2025;8.0;45.38;RR;CICATRIZ_DE_QUEIMADA;134.0
2024/2025;8.0;5.07;RR;CS_DESORDENADO;6.0
2024/2025;8.0;21.05;RR;DEGRADACAO;25.0
2024/2025;8.0;13.57;RR;DESMATAMENTO_CR;84.0
2024/2025;8.0;0.17;RR;MINERACAO;1.0
2024/2025;8.0;36.51;TO;CICATRIZ_DE_QUEIMADA;44.0
2024/2025;8.0;0.17;TO;DESMATAMENTO_CR;2.0
2024/2025;9.0;63.06;AC;CICATRIZ_DE_QUEIMADA;232.0
2024/2025;9.0;21.59;AC;CS_DESORDENADO;4.0
2024/2025;9.0;7.61;AC;DEGRADACAO;28.0
2024/2025;9.0;77.46;AC;DESMATAMENTO_CR;679.0
2024/2025;9.0;1287.61;AM;CICATRIZ_DE_QUEIMADA;1242.0
2024/2025;9.0;19.31;AM;CS_DESORDENADO;9.0
2024/2025;9.0;8.72;AM;CS_GEOMETRICO;2.0
2024/2025;9.0;64.81;AM;DEGRADACAO;154.0
2024/2025;9.0;70.14;AM;DESMATAMENTO_CR;367.0
2024/2025;9.0;0.33;AM;MINERACAO;4.0
2024/2025;9.0;0.28;AP;CICATRIZ_DE_QUEIMADA;1.0
2024/2025;9.0;0.29;AP;MINERACAO;4.0
2024/2025;9.0;30.66;MA;CICATRIZ_DE_QUEIMADA;62.0
2024/2025;9.0;1.28;MA;DEGRADACAO;9.0
2024/2025;9.0;14.95;MA;DESMATAMENTO_CR;93.0
2024/2025;9.0;6523.85;MT;CICATRIZ_DE_QUEIMADA;5443.0
2024/2025;9.0;14.35;MT;CS_DESORDENADO;3.0
2024/2025;9.0;71.38;MT;CS_GEOMETRICO;26.0
2024/2025;9.0;153.03;MT;DEGRADACAO;145.0
2024/2025;9.0;160.74;MT;DESMATAMENTO_CR;231.0
2024/2025;9.0;0.28;MT;DESMATAMENTO_VEG;1.0
2024/2025;9.0;0.59;MT;MINERACAO;5.0
2024/2025;9.0;10497.5;PA;CICATRIZ_DE_QUEIMADA;9044.0
2024/2025;9.0;64.67;PA;CS_DESORDENADO;42.0
2024/2025;9.0;62.21;PA;CS_GEOMETRICO;24.0
2024/2025;9.0;155.84;PA;DEGRADACAO;353.0
2024/2025;9.0;200.58;PA;DESMATAMENTO_CR;1270.0
2024/2025;9.0;0.31;PA;DESMATAMENTO_VEG;1.0
2024/2025;9.0;1.05;PA;MINERACAO;16.0
2024/2025;9.0;1646.57;RO;CICATRIZ_DE_QUEIMADA;1034.0
2024/2025;9.0;9.24;RO;DEGRADACAO;32.0
2024/2025;9.0;20.44;RO;DESMATAMENTO_CR;114.0
2024/2025;9.0;35.08;RR;CICATRIZ_DE_QUEIMADA;62.0
2024/2025;9.0;38.74;RR;CS_DESORDENADO;11.0
2024/2025;9.0;26.37;RR;DEGRADACAO;36.0
2024/2025;9.0;20.57;RR;DESMATAMENTO_CR;113.0
2024/2025;9.0;188.85;TO;CICATRIZ_DE_QUEIMADA;274.0
2024/2025;9.0;3.06;TO;DEGRADACAO;7.0
2024/2025;9.0;1.2;TO;DESMATAMENTO_CR;9.0
2024/2025;10.0;64.85;AC;CICATRIZ_DE_QUEIMADA;144.0
2024/2025;10.0;54.04;AC;CS_DESORDENADO;10.0
2024/2025;10.0;10.69;AC;DEGRADACAO;50.0
2024/2025;10.0;53.85;AC;DESMATAMENTO_CR;512.0
2024/2025;10.0;1692.6;AM;CICATRIZ_DE_QUEIMADA;2487.0
2024/2025;10.0;26.66;AM;CS_DESORDENADO;13.0
2024/2025;10.0;2.16;AM;CS_GEOMETRICO;1.0
2024/2025;10.0;74.94;AM;DEGRADACAO;191.0
2024/2025;10.0;77.74;AM;DESMATAMENTO_CR;445.0
2024/2025;10.0;0.17;AM;MINERACAO;2.0
2024/2025;10.0;32.96;AP;CICATRIZ_DE_QUEIMADA;50.0
2024/2025;10.0;23.09;AP;CS_DESORDENADO;6.0
2024/2025;10.0;0.37;AP;DEGRADACAO;2.0
2024/2025;10.0;0.5;AP;DESMATAMENTO_CR;5.0
2024/2025;10.0;0.66;AP;MINERACAO;8.0
2024/2025;10.0;113.47;MA;CICATRIZ_DE_QUEIMADA;132.0
2024/2025;10.0;2.64;MA;DEGRADACAO;11.0
2024/2025;10.0;17.28;MA;DESMATAMENTO_CR;115.0
2024/2025;10.0;3321.52;MT;CICATRIZ_DE_QUEIMADA;2813.0
2024/2025;10.0;68.63;MT;CS_DESORDENADO;30.0
2024/2025;10.0;82.66;MT;CS_GEOMETRICO;30.0
2024/2025;10.0;86.72;MT;DEGRADACAO;131.0
2024/2025;10.0;69.77;MT;DESMATAMENTO_CR;186.0
2024/2025;10.0;0.19;MT;MINERACAO;1.0
2024/2025;10.0;6459.85;PA;CICATRIZ_DE_QUEIMADA;6382.0
2024/2025;10.0;43.21;PA;CS_DESORDENADO;23.0
2024/2025;10.0;69.04;PA;CS_GEOMETRICO;31.0
2024/2025;10.0;157.52;PA;DEGRADACAO;277.0
2024/2025;10.0;257.86;PA;DESMATAMENTO_CR;1530.0
2024/2025;10.0;0.96;PA;MINERACAO;10.0
2024/2025;10.0;1777.64;RO;CICATRIZ_DE_QUEIMADA;1488.0
2024/2025;10.0;31.29;RO;CS_DESORDENADO;14.0
2024/2025;10.0;28.74;RO;CS_GEOMETRICO;7.0
2024/2025;10.0;90.41;RO;DEGRADACAO;112.0
2024/2025;10.0;35.56;RO;DESMATAMENTO_CR;217.0
2024/2025;10.0;34.42;RR;CICATRIZ_DE_QUEIMADA;66.0
2024/2025;10.0;9.87;RR;DEGRADACAO;12.0
2024/2025;10.0;18.18;RR;DESMATAMENTO_CR;84.0
2024/2025;10.0;40.52;TO;CICATRIZ_DE_QUEIMADA;43.0
2024/2025;10.0;0.08;TO;DESMATAMENTO_CR;2.0
2024/2025;11.0;1.87;AC;CICATRIZ_DE_QUEIMADA;6.0
2024/2025;11.0;0.14;AC;DEGRADACAO;2.0
2024/2025;11.0;2.64;AC;DESMATAMENTO_CR;17.0
2024/2025;11.0;130.66;AM;CICATRIZ_DE_QUEIMADA;237.0
2024/2025;11.0;24.69;AM;CS_DESORDENADO;10.0
2024/2025;11.0;7.79;AM;DEGRADACAO;21.0
2024/2025;11.0;5.93;AM;DESMATAMENTO_CR;29.0
2024/2025;11.0;0.1;AM;DESMATAMENTO_VEG;1.0
2024/2025;11.0;0.1;AM;MINERACAO;1.0
2024/2025;11.0;52.18;AP;CICATRIZ_DE_QUEIMADA;63.0
2024/2025;11.0;0.89;AP;DEGRADACAO;2.0
2024/2025;11.0;0.31;AP;DESMATAMENTO_CR;3.0
2024/2025;11.0;0.55;AP;MINERACAO;7.0
2024/2025;11.0;289.32;MA;CICATRIZ_DE_QUEIMADA;274.0
2024/2025;11.0;20.27;MA;DEGRADACAO;21.0
2024/2025;11.0;4.4;MA;DESMATAMENTO_CR;36.0
2024/2025;11.0;220.1;MT;CICATRIZ_DE_QUEIMADA;237.0
2024/2025;11.0;10.67;MT;CS_DESORDENADO;2.0
2024/2025;11.0;5.55;MT;CS_GEOMETRICO;3.0
2024/2025;11.0;21.51;MT;DEGRADACAO;19.0
2024/2025;11.0;24.74;MT;DESMATAMENTO_CR;64.0
2024/2025;11.0;1984.84;PA;CICATRIZ_DE_QUEIMADA;2466.0
2024/2025;11.0;10.53;PA;CS_DESORDENADO;8.0
2024/2025;11.0;57.03;PA;CS_GEOMETRICO;27.0
2024/2025;11.0;142.59;PA;DEGRADACAO;241.0
2024/2025;11.0;124.78;PA;DESMATAMENTO_CR;805.0
2024/2025;11.0;0.38;PA;DESMATAMENTO_VEG;1.0
2024/2025;11.0;0.54;PA;MINERACAO;7.0
2024/2025;11.0;209.94;RO;CICATRIZ_DE_QUEIMADA;188.0
2024/2025;11.0;2.04;RO;DESMATAMENTO_CR;11.0
2024/2025;11.0;5.86;RR;CICATRIZ_DE_QUEIMADA;16.0
2024/2025;11.0;4.94;RR;DEGRADACAO;16.0
2024/2025;11.0;13.98;RR;DESMATAMENTO_CR;71.0
2024/2025;11.0;6.14;TO;CICATRIZ_DE_QUEIMADA;8.0
2024/2025;12.0;4.83;AC;CICATRIZ_DE_QUEIMADA;16.0
2024/2025;12.0;1.47;AC;DEGRADACAO;7.0
2024/2025;12.0;8.75;AC;DESMATAMENTO_CR;73.0
2024/2025;12.0;58.33;AM;CICATRIZ_DE_QUEIMADA;136.0
2024/2025;12.0;1.67;AM;CS_DESORDENADO;2.0
2024/2025;12.0;1.13;AM;DEGRADACAO;4.0
2024/2025;12.0;6.09;AM;DESMATAMENTO_CR;30.0
2024/2025;12.0;0.16;AM;MINERACAO;2.0
2024/2025;12.0;0.23;AP;CICATRIZ_DE_QUEIMADA;2.0
2024/2025;12.0;111.18;MA;CICATRIZ_DE_QUEIMADA;89.0
2024/2025;12.0;1.08;MA;DEGRADACAO;4.0
2024/2025;12.0;7.39;MA;DESMATAMENTO_CR;59.0
2024/2025;12.0;68.45;MT;CICATRIZ_DE_QUEIMADA;178.0
2024/2025;12.0;4.49;MT;CS_DESORDENADO;6.0
2024/2025;12.0;1.04;MT;CS_GEOMETRICO;1.0
2024/2025;12.0;10.02;MT;DEGRADACAO;14.0
2024/2025;12.0;21.33;MT;DESMATAMENTO_CR;45.0
2024/2025;12.0;240.06;PA;CICATRIZ_DE_QUEIMADA;439.0
2024/2025;12.0;3.27;PA;DEGRADACAO;11.0
2024/2025;12.0;5.43;PA;DESMATAMENTO_CR;33.0
2024/2025;12.0;0.14;PA;MINERACAO;2.0
2024/2025;12.0;176.23;RO;CICATRIZ_DE_QUEIMADA;182.0
2024/2025;12.0;2.52;RO;DEGRADACAO;3.0
2024/2025;12.0;3.83;RO;DESMATAMENTO_CR;22.0
2024/2025;12.0;3.32;RR;CICATRIZ_DE_QUEIMADA;15.0
2024/2025;12.0;0.32;RR;DEGRADACAO;1.0
2024/2025;12.0;21.8;RR;DESMATAMENTO_CR;72.0
2024/2025;12.0;23.91;TO;CICATRIZ_DE_QUEIMADA;50.0
2024/2025;12.0;0.48;TO;DESMATAMENTO_CR;4.0
2024/2025;1.0;0.54;AC;CICATRIZ_DE_QUEIMADA;3.0
2024/2025;1.0;0.4;AC;DEGRADACAO;4.0
2024/2025;1.0;5.13;AC;DESMATAMENTO_CR;26.0
2024/2025;1.0;47.45;AM;CICATRIZ_DE_QUEIMADA;88.0
2024/2025;1.0;3.31;AM;DEGRADACAO;19.0
2024/2025;1.0;15.44;AM;DESMATAMENTO_CR;70.0
2024/2025;1.0;1.12;AM;MINERACAO;7.0
2024/2025;1.0;37.4;AP;CICATRIZ_DE_QUEIMADA;27.0
2024/2025;1.0;96.49;MA;CICATRIZ_DE_QUEIMADA;76.0
2024/2025;1.0;0.3;MA;DESMATAMENTO_CR;2.0
2024/2025;1.0;75.76;MT;CICATRIZ_DE_QUEIMADA;87.0
2024/2025;1.0;25.99;MT;CS_DESORDENADO;16.0
2024/2025;1.0;12.85;MT;CS_GEOMETRICO;7.0
2024/2025;1.0;31.56;MT;DEGRADACAO;29.0
2024/2025;1.0;94.31;MT;DESMATAMENTO_CR;185.0
2024/2025;1.0;1.11;MT;MINERACAO;6.0
2024/2025;1.0;342.05;PA;CICATRIZ_DE_QUEIMADA;327.0
2024/2025;1.0;1.57;PA;CS_GEOMETRICO;1.0
2024/2025;1.0;8.07;PA;DEGRADACAO;15.0
2024/2025;1.0;24.71;PA;DESMATAMENTO_CR;132.0
2024/2025;1.0;0.54;PA;MINERACAO;6.0
2024/2025;1.0;92.63;RO;CICATRIZ_DE_QUEIMADA;92.0
2024/2025;1.0;0.73;RO;DEGRADACAO;1.0
2024/2025;1.0;4.29;RO;DESMATAMENTO_CR;20.0
2024/2025;1.0;0.36;RR;CICATRIZ_DE_QUEIMADA;2.0
2024/2025;1.0;0.98;RR;DEGRADACAO;5.0
2024/2025;1.0;33.2;RR;DESMATAMENTO_CR;160.0
2024/2025;2.0;0.11;AC;CICATRIZ_DE_QUEIMADA;1.0
2024/2025;2.0;0.09;AC;DEGRADACAO;1.0
2024/2025;2.0;1.89;AC;DESMATAMENTO_CR;8.0
2024/2025;2.0;16.32;AM;CICATRIZ_DE_QUEIMADA;52.0
2024/2025;2.0;4.73;AM;DEGRADACAO;18.0
2024/2025;2.0;10.6;AM;DESMATAMENTO_CR;26.0
2024/2025;2.0;166.11;MA;CICATRIZ_DE_QUEIMADA;73.0
2024/2025;2.0;1.67;MA;DESMATAMENTO_CR;4.0
2024/2025;2.0;1.95;MA;DESMATAMENTO_VEG;1.0
2024/2025;2.0;32.36;MT;CICATRIZ_DE_QUEIMADA;49.0
2024/2025;2.0;7.54;MT;CS_DESORDENADO;5.0
2024/2025;2.0;17.08;MT;CS_GEOMETRICO;7.0
2024/2025;2.0;15.06;MT;DEGRADACAO;25.0
2024/2025;2.0;28.59;MT;DESMATAMENTO_CR;56.0
2024/2025;2.0;191.98;PA;CICATRIZ_DE_QUEIMADA;99.0
2024/2025;2.0;5.6;PA;DEGRADACAO;7.0
2024/2025;2.0;15.27;PA;DESMATAMENTO_CR;45.0
2024/2025;2.0;60.41;RO;CICATRIZ_DE_QUEIMADA;75.0
2024/2025;2.0;3.47;RO;CS_DESORDENADO;2.0
2024/2025;2.0;4.43;RO;DEGRADACAO;7.0
2024/2025;2.0;2.53;RO;DESMATAMENTO_CR;12.0
2024/2025;2.0;17.95;RR;DESMATAMENTO_CR;42.0
2024/2025;2.0;0.5;TO;DESMATAMENTO_CR;2.0
2024/2025;3.0;6.15;AM;CICATRIZ_DE_QUEIMADA;22.0
2024/2025;3.0;18.41;AM;DESMATAMENTO_CR;37.0
2024/2025;3.0;0.1;AM;MINERACAO;1.0
2024/2025;3.0;0.87;AP;CICATRIZ_DE_QUEIMADA;5.0
2024/2025;3.0;26.33;MA;CICATRIZ_DE_QUEIMADA;25.0
2024/2025;3.0;30.2;MT;CICATRIZ_DE_QUEIMADA;57.0
2024/2025;3.0;3.57;MT;CS_DESORDENADO;1.0
2024/2025;3.0;12.11;MT;CS_GEOMETRICO;7.0
2024/2025;3.0;2.77;MT;DEGRADACAO;6.0
2024/2025;3.0;44.91;MT;DESMATAMENTO_CR;94.0
2024/2025;3.0;0.45;MT;MINERACAO;5.0
2024/2025;3.0;91.39;PA;CICATRIZ_DE_QUEIMADA;118.0
2024/2025;3.0;1.82;PA;CS_DESORDENADO;2.0
2024/2025;3.0;4.79;PA;DEGRADACAO;12.0
2024/2025;3.0;18.51;PA;DESMATAMENTO_CR;87.0
2024/2025;3.0;0.66;PA;DESMATAMENTO_VEG;3.0
2024/2025;3.0;2.88;PA;MINERACAO;30.0
2024/2025;3.0;22.89;RO;CICATRIZ_DE_QUEIMADA;26.0
2024/2025;3.0;4.54;RO;DESMATAMENTO_CR;22.0
2024/2025;3.0;0.24;RO;DESMATAMENTO_VEG;2.0
2024/2025;3.0;0.12;RO;MINERACAO;1.0
2024/2025;3.0;1.0;RR;CICATRIZ_DE_QUEIMADA;4.0
2024/2025;3.0;2.02;RR;CS_DESORDENADO;1.0
2024/2025;3.0;8.49;RR;DEGRADACAO;10.0
2024/2025;3.0;50.41;RR;DESMATAMENTO_CR;143.0
2024/2025;3.0;0.14;TO;DESMATAMENTO_CR;1.0
2024/2025;4.0;1.75;AC;CICATRIZ_DE_QUEIMADA;6.0
2024/2025;4.0;1.75;AC;DEGRADACAO;7.0
2024/2025;4.0;6.46;AC;DESMATAMENTO_CR;35.0
2024/2025;4.0;0.57;AC;DESMATAMENTO_VEG;5.0
2024/2025;4.0;42.42;AM;CICATRIZ_DE_QUEIMADA;146.0
2024/2025;4.0;14.84;AM;DEGRADACAO;43.0
2024/2025;4.0;110.29;AM;DESMATAMENTO_CR;204.0
2024/2025;4.0;2.51;AM;DESMATAMENTO_VEG;8.0
2024/2025;4.0;0.83;AM;MINERACAO;7.0
2024/2025;4.0;3.19;AP;CICATRIZ_DE_QUEIMADA;5.0
2024/2025;4.0;8.41;MA;CICATRIZ_DE_QUEIMADA;16.0
2024/2025;4.0;0.11;MA;DEGRADACAO;1.0
2024/2025;4.0;0.19;MA;DESMATAMENTO_CR;1.0
2024/2025;4.0;41.4;MT;CICATRIZ_DE_QUEIMADA;53.0
2024/2025;4.0;4.39;MT;CS_DESORDENADO;2.0
2024/2025;4.0;10.25;MT;CS_GEOMETRICO;3.0
2024/2025;4.0;7.42;MT;DEGRADACAO;13.0
2024/2025;4.0;94.15;MT;DESMATAMENTO_CR;147.0
2024/2025;4.0;0.34;MT;DESMATAMENTO_VEG;1.0
2024/2025;4.0;0.16;MT;MINERACAO;2.0
2024/2025;4.0;233.17;PA;CICATRIZ_DE_QUEIMADA;205.0
2024/2025;4.0;26.74;PA;DEGRADACAO;47.0
2024/2025;4.0;37.93;PA;DESMATAMENTO_CR;122.0
2024/2025;4.0;0.84;PA;DESMATAMENTO_VEG;7.0
2024/2025;4.0;1.49;PA;MINERACAO;14.0
2024/2025;4.0;63.5;RO;CICATRIZ_DE_QUEIMADA;84.0
2024/2025;4.0;0.43;RO;DEGRADACAO;1.0
2024/2025;4.0;9.27;RO;DESMATAMENTO_CR;39.0
2024/2025;4.0;0.3;RO;DESMATAMENTO_VEG;2.0
2024/2025;4.0;0.22;RR;CICATRIZ_DE_QUEIMADA;1.0
2024/2025;4.0;1.07;RR;DEGRADACAO;4.0
2024/2025;4.0;4.55;RR;DESMATAMENTO_CR;20.0
2024/2025;4.0;0.12;RR;DESMATAMENTO_VEG;1.0
2024/2025;5.0;0.86;AC;CICATRIZ_DE_QUEIMADA;4.0
2024/2025;5.0;1.04;AC;DEGRADACAO;7.0
2024/2025;5.0;6.82;AC;DESMATAMENTO_CR;45.0
2024/2025;5.0;1.87;AC;DESMATAMENTO_VEG;10.0
2024/2025;5.0;113.14;AM;CICATRIZ_DE_QUEIMADA;296.0
2024/2025;5.0;1.4;AM;CS_DESORDENADO;2.0
2024/2025;5.0;31.82;AM;DEGRADACAO;66.0
2024/2025;5.0;139.01;AM;DESMATAMENTO_CR;380.0
2024/2025;5.0;2.38;AM;DESMATAMENTO_VEG;19.0
2024/2025;5.0;1.24;AM;MINERACAO;13.0
2024/2025;5.0;261.32;MA;CICATRIZ_DE_QUEIMADA;184.0
2024/2025;5.0;19.63;MA;DEGRADACAO;19.0
2024/2025;5.0;4.5;MA;DESMATAMENTO_CR;19.0
2024/2025;5.0;0.27;MA;DESMATAMENTO_VEG;1.0
2024/2025;5.0;176.91;MT;CICATRIZ_DE_QUEIMADA;250.0
2024/2025;5.0;9.74;MT;CS_DESORDENADO;9.0
2024/2025;5.0;76.79;MT;CS_GEOMETRICO;37.0
2024/2025;5.0;96.42;MT;DEGRADACAO;115.0
2024/2025;5.0;145.4;MT;DESMATAMENTO_CR;371.0
2024/2025;5.0;476.7;MT;DESMATAMENTO_VEG;128.0
2024/2025;5.0;5.01;MT;MINERACAO;48.0
2024/2025;5.0;431.42;PA;CICATRIZ_DE_QUEIMADA;752.0
2024/2025;5.0;1.91;PA;CS_DESORDENADO;1.0
2024/2025;5.0;20.17;PA;CS_GEOMETRICO;8.0
2024/2025;5.0;88.28;PA;DEGRADACAO;169.0
2024/2025;5.0;133.06;PA;DESMATAMENTO_CR;368.0
2024/2025;5.0;5.67;PA;DESMATAMENTO_VEG;25.0
2024/2025;5.0;6.37;PA;MINERACAO;72.0
2024/2025;5.0;95.37;RO;CICATRIZ_DE_QUEIMADA;196.0
2024/2025;5.0;1.76;RO;CS_DESORDENADO;1.0
2024/2025;5.0;0.83;RO;CS_GEOMETRICO;1.0
2024/2025;5.0;12.03;RO;DEGRADACAO;27.0
2024/2025;5.0;28.27;RO;DESMATAMENTO_CR;114.0
2024/2025;5.0;2.53;RO;DESMATAMENTO_VEG;18.0
2024/2025;5.0;0.43;RO;MINERACAO;4.0
2024/2025;5.0;0.21;RR;CICATRIZ_DE_QUEIMADA;1.0
2024/2025;5.0;0.34;RR;DESMATAMENTO_CR;1.0
2024/2025;5.0;0.43;TO;DESMATAMENTO_CR;4.0
2024/2025;6.0;1.34;AC;CICATRIZ_DE_QUEIMADA;8.0
2024/2025;6.0;1.19;AC;DEGRADACAO;9.0
2024/2025;6.0;12.09;AC;DESMATAMENTO_CR;100.0
2024/2025;6.0;3.46;AC;DESMATAMENTO_VEG;19.0
2024/2025;6.0;71.02;AM;CICATRIZ_DE_QUEIMADA;186.0
2024/2025;6.0;13.13;AM;DEGRADACAO;63.0
2024/2025;6.0;94.37;AM;DESMATAMENTO_CR;307.0
2024/2025;6.0;5.31;AM;DESMATAMENTO_VEG;24.0
2024/2025;6.0;0.35;AM;MINERACAO;4.0
2024/2025;6.0;0.11;AP;DESMATAMENTO_CR;1.0
2024/2025;6.0;0.49;AP;DESMATAMENTO_VEG;2.0
2024/2025;6.0;4.46;MA;CICATRIZ_DE_QUEIMADA;10.0
2024/2025;6.0;4.04;MA;DESMATAMENTO_CR;12.0
2024/2025;6.0;78.43;MT;CICATRIZ_DE_QUEIMADA;174.0
2024/2025;6.0;19.88;MT;CS_DESORDENADO;18.0
2024/2025;6.0;18.0;MT;CS_GEOMETRICO;15.0
2024/2025;6.0;25.12;MT;DEGRADACAO;53.0
2024/2025;6.0;99.85;MT;DESMATAMENTO_CR;213.0
2024/2025;6.0;105.51;MT;DESMATAMENTO_VEG;56.0
2024/2025;6.0;0.88;MT;MINERACAO;11.0
2024/2025;6.0;167.44;PA;CICATRIZ_DE_QUEIMADA;308.0
2024/2025;6.0;6.63;PA;CS_DESORDENADO;6.0
2024/2025;6.0;72.87;PA;DEGRADACAO;123.0
2024/2025;6.0;74.58;PA;DESMATAMENTO_CR;310.0
2024/2025;6.0;33.14;PA;DESMATAMENTO_VEG;57.0
2024/2025;6.0;3.48;PA;MINERACAO;43.0
2024/2025;6.0;64.57;RO;CICATRIZ_DE_QUEIMADA;101.0
2024/2025;6.0;4.78;RO;DEGRADACAO;17.0
2024/2025;6.0;15.28;RO;DESMATAMENTO_CR;62.0
2024/2025;6.0;2.4;RO;DESMATAMENTO_VEG;7.0
2024/2025;6.0;4.13;RR;CS_DESORDENADO;2.0
2024/2025;6.0;0.26;RR;DEGRADACAO;2.0
2024/2025;6.0;2.27;RR;DESMATAMENTO_CR;10.0
2024/2025;7.0;0.16;AC;CICATRIZ_DE_QUEIMADA;2.0
2024/2025;7.0;74.97;AC;CS_DESORDENADO;27.0
2024/2025;7.0;0.8;AC;CS_GEOMETRICO;1.0
2024/2025;7.0;5.88;AC;DEGRADACAO;17.0
2024/2025;7.0;24.94;AC;DESMATAMENTO_CR;226.0
2024/2025;7.0;1.01;AC;DESMATAMENTO_VEG;9.0
